restaurant,dinesafe_infraction,ward,median_ward_income
CENTRO-CLINTON DAY CARE CENTRE,M - Minor,11,84000
CENTRO-CLINTON DAY CARE CENTRE,S - Significant,11,84000
CENTRO-CLINTON DAY CARE CENTRE,S - Significant,11,84000
CENTRO-CLINTON DAY CARE CENTRE,NA,11,84000
CENTRO-CLINTON DAY CARE CENTRE,NA,11,84000
CENTURY,NA,10,89000
CENTURY,M - Minor,10,89000
CENTURY,S - Significant,10,89000
CENTURY,M - Minor,10,89000
CENTURY PARK TARVERN,NA,9,85000
CENTURY PARK TARVERN,M - Minor,9,85000
CENTURY PARK TARVERN,M - Minor,9,85000
CENTURY PARK TARVERN,S - Significant,9,85000
CENTURY PARK TARVERN,S - Significant,9,85000
CEREAL BOX CAFE,NA,10,89000
CEREAL BOX CAFE,S - Significant,10,89000
CEVIRME DONER PRODUCTION LIMITED,NA,6,82000
CHA MIAO,S - Significant,22,77000
CHA MIAO,NA,22,77000
CHA MIAO,NA,13,65000
CHA MIAO,NA,13,65000
CHA MIAO,NA,18,81000
CHA OC HA NOI,NA,6,82000
CHA OC HA NOI,NA,6,82000
CHA OC HA NOI,NA,6,82000
CHA TIME,M - Minor,5,72000
CHA TIME,NA,5,72000
CHA TIME,S - Significant,5,72000
CHA TIME,M - Minor,5,72000
CHA TIME,M - Minor,5,72000
CHAATTER BOX,NA,1,81000
CHAATTER BOX,NA,1,81000
CHAATTER BOX,NA,1,81000
CHABAD LUBAVITCH OF YORK MILLS,NA,15,102000
CHABAD LUBAVITCH OF YORK MILLS,NA,15,102000
CHABAD LUBAVITCH OF YORK MILLS,NA,15,102000
CHABAD LUBAVITCH OF YORK MILLS,S - Significant,15,102000
CHABAD LUBAVITCH OF YORK MILLS,S - Significant,15,102000
CHABAD OF MIDTOWN - ST. CLAIR,NA,12,86000
CHABAD OF MIDTOWN - ST. CLAIR,NA,12,86000
CHABAD OF MIDTOWN - ST. CLAIR,NA,12,86000
CHABAD OF MIDTOWN - ST. CLAIR,NA,12,86000
CHABAD OF MIDTOWN-BATHURST,NA,12,86000
CHABAD OF MIDTOWN-BATHURST,NA,12,86000
CHABAN,NA,3,90000
CHABAN,NA,3,90000
CHABAN,NA,3,90000
CHACHI'S CHAI BAR,M - Minor,20,79000
CHACHI'S CHAI BAR,S - Significant,20,79000
CHACHI'S CHAI BAR,M - Minor,20,79000
CHACHI'S CHAI BAR,NA,20,79000
CHACHI'S CHAI BAR,S - Significant,20,79000
CHACHI'S CHAI BAR,M - Minor,20,79000
CHACHI'S CHAI BAR,S - Significant,20,79000
CHACHU'S,M - Minor,16,78500
CHACHU'S,C - Crucial,16,78500
CHACHU'S,C - Crucial,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,S - Significant,16,78500
CHACHU'S,S - Significant,16,78500
CHACHU'S,S - Significant,16,78500
CHACHU'S,S - Significant,16,78500
CHACHU'S,NA,16,78500
CHACHU'S,NA,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,M - Minor,16,78500
CHACHU'S,S - Significant,13,65000
CHACHU'S,NA,13,65000
CHACHU'S,M - Minor,13,65000
CHACHU'S,S - Significant,13,65000
CHACHU'S,M - Minor,13,65000
CHACHU'S,S - Significant,13,65000
CHACHU'S,NA,13,65000
CHACHU'S,S - Significant,13,65000
CHACHU'S,M - Minor,13,65000
CHACHU'S,S - Significant,13,65000
CHACHU'S,M - Minor,13,65000
CHACHU'S,S - Significant,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,C - Crucial,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,C - Crucial,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,NA,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,NA,8,97000
CHACHU'S,C - Crucial,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,NA,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,S - Significant,8,97000
CHACHU'S,M - Minor,8,97000
CHACHU'S,NA,8,97000
CHACHU'S,NA,14,93000
CHACHU'S,M - Minor,14,93000
CHAI POCHANA,NA,12,86000
CHAI POCHANA,S - Significant,12,86000
CHAI POCHANA,M - Minor,12,86000
CHAI POCHANA,M - Minor,12,86000
CHAI POCHANA,M - Minor,12,86000
CHAI POCHANA,M - Minor,12,86000
CHAI POCHANA,M - Minor,12,86000
CHAIIWALA  OF LONDON,NA,20,79000
CHAIIWALA  OF LONDON,S - Significant,20,79000
CHAIIWALA  OF LONDON,S - Significant,20,79000
CHAIIWALA  OF LONDON,S - Significant,20,79000
CHAIIWALA  OF LONDON,NA,20,79000
CHAIIWALA OF LONDON,NA,1,81000
CHAINSMOKER,NA,2,100000
CHAINSMOKER,S - Significant,2,100000
CHAINSMOKER,S - Significant,2,100000
CHAINSMOKER,S - Significant,2,100000
CHAIWALA,M - Minor,8,97000
CHAIWALA,S - Significant,8,97000
CHAIYO -THAI MARKET BY PAI,M - Minor,10,89000
CHAIYO -THAI MARKET BY PAI,M - Minor,10,89000
CHAKO BARBEQUE ISAKAYA,NA,22,77000
CHAKO BARBEQUE ISAKAYA,M - Minor,22,77000
CHAKO BARBEQUE ISAKAYA,M - Minor,22,77000
CHAKULA TAMU,NA,8,97000
CHAKULA TAMU,NA,8,97000
CHALKERS SPORTS BAR AND GRILL,S - Significant,8,97000
CHALKERS SPORTS BAR AND GRILL,NA,8,97000
CHALKERS SPORTS BAR AND GRILL,C - Crucial,8,97000
CHALKERS SPORTS BAR AND GRILL,M - Minor,8,97000
CHALKERS SPORTS BAR AND GRILL,S - Significant,8,97000
CHALKERS SPORTS BAR AND GRILL,S - Significant,8,97000
CHALKERS SPORTS BAR AND GRILL,S - Significant,8,97000
CHALKERS SPORTS BAR AND GRILL,M - Minor,8,97000
CHALKERS SPORTS BAR AND GRILL,S - Significant,8,97000
CHALKERS SPORTS BAR AND GRILL,NA,8,97000
CHALKFARM P.S.,NA,7,73000
CHALLENGE,NA,10,89000
CHALLENGE,NA,10,89000
CHAMBERS STEAKHOUSE & SUPPER CLUB,NA,13,65000
CHAMINADE COLLEGE SCHOOL,NA,5,72000
CHAMINADE COLLEGE SCHOOL,NA,5,72000
CHAMINADE COLLEGE SCHOOL,NA,5,72000
CHAMINADE COLLEGE SCHOOL,NA,5,72000
CHAMINADE COLLEGE SCHOOL,NA,5,72000
CHAMPION DONER,NA,6,82000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,S - Significant,22,77000
CHAMPION'S BBQ RESTAURANT,S - Significant,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S BBQ RESTAURANT,M - Minor,22,77000
CHAMPION'S OFF TRACK BETTING,NA,10,89000
CHAMPION'S OFF TRACK BETTING,NA,10,89000
CHAMPION'S OFF TRACK BETTING,NA,10,89000
CHAMPIONS,NA,9,85000
CHAMPIONS BAR,NA,1,81000
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,S - Significant,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,NA,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,S - Significant,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,S - Significant,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,S - Significant,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,M - Minor,16,78500
CHAMPIONS CHILDREN'S CENTRE - NORTH YORK,NA,16,78500
CHAMPIONS OFF-TRACK WAGERING,NA,14,93000
CHAMPIONS ON BLOOR,NA,11,84000
CHAMPIONS ON THE DANFORTH,NA,14,93000
CHAMPS FOOD SUPPLIES,NA,10,89000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,NA,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,NA,12,86000
CHAMSINE RESTAURANT,NA,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,NA,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,S - Significant,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,C - Crucial,12,86000
CHAMSINE RESTAURANT,M - Minor,12,86000
CHAMSINE RESTAURANT,NA,12,86000
CHANDELIER FINE DINE,NA,12,86000
CHANDELIER FINE DINE,NA,12,86000
CHANDELIER FINE DINE,NA,12,86000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,S - Significant,14,93000
CHANDNI CHOWK,S - Significant,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,M - Minor,14,93000
CHANDNI CHOWK,S - Significant,14,93000
CHANTECLER,NA,11,84000
CHANTECLER,NA,11,84000
CHANTECLER,NA,11,84000
CHAOSHAN BEEF HOT POT,S - Significant,11,84000
CHAOSHAN BEEF HOT POT,S - Significant,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,S - Significant,11,84000
CHAOSHAN BEEF HOT POT,NA,11,84000
CHAOSHAN BEEF HOT POT,S - Significant,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,S - Significant,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAOSHAN BEEF HOT POT,M - Minor,11,84000
CHAPAYOM,NA,13,65000
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAPMAN'S SPECIALTY FOODS CATERING,M - Minor,16,78500
CHAR N0.5,NA,10,89000
CHAR N0.5,NA,10,89000
CHARCOAL AND SALT,M - Minor,18,81000
CHARCOAL AND SALT,C - Crucial,18,81000
CHARCOAL AND SALT,NA,18,81000
CHARCOAL AND SALT,M - Minor,18,81000
CHARCOAL AND SALT,S - Significant,18,81000
CHARCOAL AND SALT,M - Minor,18,81000
CHARCOAL AND SALT,M - Minor,18,81000
CHARCOAL BIRYANI,S - Significant,13,65000
CHARCOAL BIRYANI,C - Crucial,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,C - Crucial,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,NA,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,S - Significant,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARCOAL BIRYANI,M - Minor,13,65000
CHARIDISE,S - Significant,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,NA,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,M - Minor,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,S - Significant,11,84000
CHARIDISE,NA,11,84000
CHARLES G. FRASER SCHOOL,M - Minor,10,89000
CHARLES G. FRASER SCHOOL,M - Minor,10,89000
CHARLES G. FRASER SCHOOL,M - Minor,10,89000
CHARLES G. FRASER SCHOOL,M - Minor,10,89000
CHARLES G. FRASER SCHOOL,NA,10,89000
CHARLES G. FRASER SCHOOL,NA,10,89000
CHARLEY'S CARIBBEAN CUISINE,M - Minor,25,105000
CHARLEY'S CARIBBEAN CUISINE,NA,25,105000
CHARLEY'S GRILLED SUBS,NA,1,81000
CHARLEY'S GRILLED SUBS,NA,1,81000
CHARLEY'S GRILLED SUBS,NA,1,81000
CHARLEY'S WEST INDIAN FOODS,NA,25,105000
CHARLEY'S WEST INDIAN FOODS,NA,25,105000
CHARLIE'S MEAT,NA,18,81000
CHARLIE'S MEAT,NA,18,81000
CHARLIE'S MEAT,NA,18,81000
CHARLIE'S MEATS,NA,9,85000
CHARLIE'S MEATS,M - Minor,9,85000
CHARLIE'S MEATS,C - Crucial,9,85000
CHARLIE'S MEATS,NA,9,85000
CHARLIE'S MEATS,NA,24,78000
CHARLIE'S MEATS,S - Significant,24,78000
CHARLIE'S MEATS,NA,24,78000
CHARLIE'S MEATS (inside No Frills),NA,21,78000
CHARLIE'S MEATS (inside No Frills),NA,21,78000
CHARLIES MEATS,NA,5,72000
CHARLIES MEATS,NA,5,72000
CHARLIES MEATS,NA,5,72000
CHARLOO'S WEST INDIAN FOODS,M - Minor,16,78500
CHARLOO'S WEST INDIAN FOODS,M - Minor,16,78500
CHARLOO'S WEST INDIAN FOODS,S - Significant,16,78500
CHARLOO'S WEST INDIAN FOODS,M - Minor,16,78500
CHARLOO'S WEST INDIAN FOODS,M - Minor,16,78500
CHARLOO'S WEST INDIAN FOODS,NA,16,78500
CHARLOO'S WEST INDIAN FOODS,S - Significant,16,78500
CHARLOO'S WEST INDIAN FOODS,M - Minor,16,78500
CHARLOO'S WEST INDIAN FOODS,NA,16,78500
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,NA,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,M - Minor,10,89000
CHARLOTTE'S ROOM,S - Significant,10,89000
CHARLOTTE'S ROOM,C - Crucial,10,89000
CHARLOTTE'S ROOM,NA,10,89000
CHARLOTTETOWN BLVD CHILD,NA,25,105000
CHARLOTTETOWN BLVD CHILD,NA,25,105000
CHARLOTTETOWN BLVD CHILD,NA,25,105000
CHARLOTTETOWN BLVD CHILD,NA,25,105000
CHARMAINE SWEETS,NA,15,102000
CHARMAINE SWEETS,NA,15,102000
CHARMAINE SWEETS,NA,15,102000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,NA,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,C - Crucial,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,C - Crucial,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,NA,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,C - Crucial,21,78000
CHARMINAR INDIAN CUISINE,C - Crucial,21,78000
CHARMINAR INDIAN CUISINE,C - Crucial,21,78000
CHARMINAR INDIAN CUISINE,M - Minor,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,S - Significant,21,78000
CHARMINAR INDIAN CUISINE,NA,21,78000
CHART ROOM BAR/LOUNGE,NA,10,89000
CHART ROOM BAR/LOUNGE,M - Minor,10,89000
CHART ROOM BAR/LOUNGE,NA,10,89000
CHART ROOM BAR/LOUNGE,NA,10,89000
CHARTLAND CHILD CARE,NA,23,87000
CHARTLAND CHILD CARE,NA,23,87000
CHARTLAND CHILD CARE,NA,23,87000
CHARTWELL AVONDALE,NA,14,93000
CHARTWELL AVONDALE,NA,14,93000
CHARTWELL AVONDALE,S - Significant,14,93000
CHARTWELL AVONDALE,M - Minor,14,93000
CHARTWELL GUILDWOOD,NA,24,78000
CHARTWELL GUILDWOOD,S - Significant,24,78000
CHARTWELL GUILDWOOD,S - Significant,24,78000
CHARTWELL GUILDWOOD,NA,24,78000
CHARTWELL GUILDWOOD,NA,24,78000
CHARTWELL GUILDWOOD,NA,24,78000
CHARTWELL GUILDWOOD SERVERY,NA,24,78000
CHARTWELL GUILDWOOD SERVERY,NA,24,78000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,NA,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,M - Minor,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,M - Minor,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,M - Minor,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,S - Significant,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,M - Minor,2,100000
CHARTWELL SCARLETT HEIGHTS RETIREMENT RESIDENCE,S - Significant,2,100000
CHASKA,M - Minor,10,89000
CHASKA,S - Significant,10,89000
CHASKA,NA,10,89000
CHASKA,M - Minor,10,89000
CHASKA,S - Significant,10,89000
CHASKA,S - Significant,10,89000
CHASKA,M - Minor,10,89000
CHASKA,NA,10,89000
CHASKA,NA,7,73000
CHASKA,NA,7,73000
CHASKA,M - Minor,7,73000
CHASKA,M - Minor,7,73000
CHASKA EXPRESS,S - Significant,11,84000
CHASKA EXPRESS,S - Significant,11,84000
CHASKA EXPRESS,NA,11,84000
CHASKA EXPRESS,S - Significant,11,84000
CHASKA EXPRESS,NA,11,84000
CHASKA EXPRESS,NA,11,84000
CHASKA INDIAN STREET FOOD,M - Minor,10,89000
CHASKA INDIAN STREET FOOD,M - Minor,10,89000
CHASKA INDIAN STREET FOOD,NA,10,89000
CHASKA INDIAN STREET FOOD,NA,10,89000
CHAT BAR,M - Minor,18,81000
CHAT BAR,M - Minor,18,81000
CHAT BAR,M - Minor,18,81000
CHAT BAR,M - Minor,18,81000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,NA,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,C - Crucial,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,C - Crucial,11,84000
CHAT BAR RESTAURANT,C - Crucial,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,NA,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT BAR RESTAURANT,M - Minor,11,84000
CHAT BAR RESTAURANT,S - Significant,11,84000
CHAT ONE,S - Significant,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,M - Minor,6,82000
CHAT ONE,M - Minor,6,82000
CHAT ONE,M - Minor,6,82000
CHAT ONE,M - Minor,6,82000
CHAT ONE,M - Minor,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,C - Crucial,6,82000
CHAT ONE,S - Significant,6,82000
CHAT ONE,C - Crucial,6,82000
CHAT ONE,NA,6,82000
CHAT ONE,NA,6,82000
CHATIME,NA,22,77000
CHATIME,M - Minor,22,77000
CHATIME,NA,22,77000
CHATIME,NA,11,84000
CHATIME,NA,11,84000
CHATIME,M - Minor,11,84000
CHATIME,NA,11,84000
CHATIME,NA,11,84000
CHATIME,NA,11,84000
CHATIME,S - Significant,11,84000
CHATIME,S - Significant,8,97000
CHATIME,M - Minor,8,97000
CHATIME,S - Significant,8,97000
CHATIME,NA,8,97000
CHATIME,S - Significant,8,97000
CHATIME,NA,8,97000
CHATIME,M - Minor,8,97000
CHATIME,M - Minor,8,97000
CHATIME,S - Significant,8,97000
CHATIME,M - Minor,11,84000
CHATIME,M - Minor,11,84000
CHATIME,S - Significant,11,84000
CHATIME,NA,11,84000
CHATIME,M - Minor,11,84000
CHATIME,NA,10,89000
CHATIME,NA,10,89000
CHATIME,S - Significant,10,89000
CHATIME,NA,10,89000
CHATIME,NA,25,105000
CHATIME,S - Significant,8,97000
CHATIME,S - Significant,8,97000
CHATIME,NA,14,93000
CHATIME,M - Minor,14,93000
CHATIME,NA,14,93000
CHATIME,NA,13,65000
CHATIME,NA,13,65000
CHATIME,M - Minor,13,65000
CHATIME,NA,13,65000
CHATIME,NA,18,81000
CHATIME,NA,18,81000
CHATIME,S - Significant,18,81000
CHATIME,NA,23,87000
CHATIME,NA,23,87000
CHATIME,NA,23,87000
CHATIME,M - Minor,11,84000
CHATIME,S - Significant,11,84000
CHATIME,NA,11,84000
CHATIME,NA,11,84000
CHATIME,S - Significant,11,84000
CHATIME,NA,11,84000
CHATIME,M - Minor,11,84000
CHATIME,NA,24,78000
CHATIME,NA,24,78000
CHATIME,NA,24,78000
CHATIME,NA,21,78000
CHATIME,NA,21,78000
CHATIME,M - Minor,21,78000
CHATIME,M - Minor,21,78000
CHATIME,NA,23,87000
CHATIME,NA,23,87000
CHATIME,NA,2,100000
CHATIME,S - Significant,2,100000
CHATIME,NA,2,100000
CHATIME,NA,21,78000
CHATIME,M - Minor,21,78000
CHATIME,S - Significant,21,78000
CHATIME,NA,6,82000
CHATIME,NA,6,82000
CHATIME,NA,6,82000
CHATIME,NA,18,81000
CHATIME,M - Minor,18,81000
CHATIME,NA,18,81000
CHATIME,S - Significant,18,81000
CHATIME,NA,18,81000
CHATIME,NA,18,81000
CHATIME,NA,13,65000
CHATIME,NA,13,65000
CHATIME,NA,13,65000
CHATIME,S - Significant,19,89000
CHATIME,S - Significant,19,89000
CHATIME,NA,19,89000
CHATIME (Inside Asia Food Mart),NA,22,77000
CHATIME (Inside Asia Food Mart),NA,22,77000
CHATIME ATEALIER,S - Significant,10,89000
CHATIME ATEALIER,S - Significant,10,89000
CHATIME ATEALIER,S - Significant,10,89000
CHATIME ATEALIER,NA,10,89000
CHATIME ATEALIER,M - Minor,10,89000
CHATIME ATEALIER,M - Minor,10,89000
CHATIME ATEALIER,M - Minor,10,89000
CHATIME ATEALIER,M - Minor,10,89000
CHATIME ATEALIER,M - Minor,10,89000
CHATIME ATEALIER,S - Significant,10,89000
CHATIME CLIFFCREST,NA,20,79000
CHATIME DON MILLS,M - Minor,16,78500
CHATIME DON MILLS,M - Minor,16,78500
CHATIME DON MILLS,M - Minor,16,78500
CHATIME DON MILLS,NA,16,78500
CHATIME DON MILLS,S - Significant,16,78500
CHATIME DON MILLS,NA,16,78500
CHATIME DON MILLS,M - Minor,16,78500
CHATIME DON MILLS,M - Minor,16,78500
CHATIME DON MILLS,M - Minor,16,78500
CHATIME LIBERTY VILLAGE,NA,10,89000
CHATIME LIBERTY VILLAGE,NA,10,89000
CHATIME LIBERTY VILLAGE,NA,10,89000
CHATOREY,M - Minor,20,79000
CHATPATA CHAAT WALA,NA,13,65000
CHAU,NA,10,89000
CHAU,NA,10,89000
CHAUHAN'S INDIAN  EXPRESS TAKE OUT & CATERING,M - Minor,22,77000
CHAUHAN'S INDIAN  EXPRESS TAKE OUT & CATERING,M - Minor,22,77000
CHAVETA COFFEE,NA,11,84000
CHAVETA COFFEE,NA,11,84000
CHAVETA COFFEE,NA,11,84000
CHAWK BAZAR,NA,21,78000
CHAWK BAZAR,M - Minor,21,78000
CHAWK BAZAR,S - Significant,21,78000
CHAWK BAZAR,NA,21,78000
CHAWK BAZAR,M - Minor,21,78000
CHAWK BAZAR,M - Minor,21,78000
CHAWK BAZAR,S - Significant,21,78000
CHAWK BAZAR,M - Minor,21,78000
CHAWK BAZAR,M - Minor,21,78000
CHAWK BAZAR,C - Crucial,21,78000
CHAWK BAZAR,S - Significant,21,78000
CHAWK BAZAR,S - Significant,21,78000
CHAWK'S CATERING,NA,23,87000
CHAWK'S CATERING,M - Minor,23,87000
CHAWK'S CATERING,S - Significant,23,87000
CHAWK'S CATERING,M - Minor,23,87000
CHAWK'S CATERING,S - Significant,23,87000
CHAWK'S CATERING,NA,23,87000
CHAWK'S CATERING,M - Minor,23,87000
CHAWK'S CATERING,M - Minor,23,87000
CHAWK'S CATERING,S - Significant,23,87000
CHAWK'S CATERING,S - Significant,23,87000
