restaurant,dinesafe_infraction,ward,median_ward_income
NEW KANTAMANTO MARKET,NA,7,73000
NEW KANTAMANTO MARKET,M - Minor,7,73000
NEW KANTAMANTO MARKET,M - Minor,7,73000
NEW KANTAMANTO MARKET,NA,7,73000
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,C - Crucial,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,NA,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,NA,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,C - Crucial,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,NA,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,NA,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,M - Minor,16,78500
# HASHTAG INDIA RESTAURANT,NA,16,78500
# HASHTAG INDIA RESTAURANT,S - Significant,16,78500
'K' STORE,NA,13,65000
0109 Dessert + Chocolate,NA,22,77000
0109 Dessert + Chocolate,NA,22,77000
1 HOTEL - HARRIET'S,NA,10,89000
1 HOTEL - HARRIET'S,NA,10,89000
1 HOTEL - HARRIET'S,NA,10,89000
1 HOTEL TORONTO - 1 KITCHEN,NA,10,89000
1 HOTEL TORONTO - 1 KITCHEN,NA,10,89000
1 HOTEL TORONTO - 1 KITCHEN,NA,10,89000
1 HOTEL TORONTO - CASA MADERA,NA,10,89000
1 HOTEL TORONTO - CASA MADERA,NA,10,89000
1 HOTEL TORONTO - CASA MADERA,NA,10,89000
1 HOTEL TORONTO - FLORA LOUNGE,NA,10,89000
1 HOTEL TORONTO - FLORA LOUNGE,NA,10,89000
1 HOTEL TORONTO - FLORA LOUNGE,NA,10,89000
1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,NA,10,89000
1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,NA,10,89000
1 HOTEL TORONTO - MAIN PRODUCTION KITCHEN,NA,10,89000
1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',NA,10,89000
1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',NA,10,89000
1 HOTEL TORONTO - STAFF CAFETERIA 'The Nest',NA,10,89000
1 PLUS 1 PIZZA,M - Minor,12,86000
1 PLUS 1 PIZZA,S - Significant,12,86000
1 PLUS 1 PIZZA,S - Significant,12,86000
1 PLUS 1 PIZZA,M - Minor,12,86000
1 PLUS 1 PIZZA,M - Minor,12,86000
100% Korean,NA,22,77000
100% Korean,NA,22,77000
100% SALVADORENO,S - Significant,5,72000
100% SALVADORENO,S - Significant,5,72000
100% SALVADORENO,S - Significant,5,72000
100% SALVADORENO,M - Minor,5,72000
100% SALVADORENO,M - Minor,5,72000
100% SALVADORENO,NA,5,72000
100% SALVADORENO,NA,5,72000
100% SALVADORENO,M - Minor,5,72000
1000 VARIETY,M - Minor,14,93000
1000651511 ONTARIO INC,NA,10,89000
10168734 CANADA INC.,S - Significant,22,77000
10168734 CANADA INC.,S - Significant,22,77000
10168734 CANADA INC.,M - Minor,22,77000
10168734 CANADA INC.,NA,22,77000
10168734 CANADA INC.,NA,22,77000
10168734 CANADA INC.,NA,22,77000
10XTO,NA,10,89000
10tation Event Catering,M - Minor,3,90000
10tation Event Catering,NA,3,90000
10tation Event Catering,NA,3,90000
10tation Event Catering,M - Minor,3,90000
10tation Event Catering,S - Significant,3,90000
11 MACEY AV,NA,20,79000
11 MACEY AV,NA,20,79000
11 MACEY AV,M - Minor,20,79000
11 MACEY AV,M - Minor,20,79000
11 MACEY AV,S - Significant,20,79000
11 MACEY AV,M - Minor,20,79000
11 MACEY AV,M - Minor,20,79000
11 MACEY AV,NA,20,79000
11 MACEY AV,M - Minor,20,79000
117-CORKTOWN FRESH BURGER,NA,10,89000
117-CORKTOWN FRESH BURGER,NA,10,89000
117-T.O FOOTLONG HOTDOGS,NA,10,89000
117-T.O FOOTLONG HOTDOGS,NA,10,89000
117-T.O FOOTLONG HOTDOGS,NA,10,89000
119-BIG LEAGUES CLASSIC,NA,10,89000
119-BIG LEAGUES CLASSIC,NA,10,89000
119-BIG LEAGUES CLASSIC,NA,10,89000
11:59,NA,10,89000
11:59,S - Significant,10,89000
12 TABLES,S - Significant,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,NA,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,NA,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,M - Minor,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,NA,8,97000
12 TABLES,S - Significant,8,97000
12 TABLES,M - Minor,8,97000
120 - T.O. FOOTLONG HOTDOGS,NA,10,89000
120 - T.O. FOOTLONG HOTDOGS,NA,10,89000
120 - T.O. FOOTLONG HOTDOGS,NA,10,89000
123-BIG LEAGUE CLASSICS,NA,10,89000
123-BIG LEAGUE CLASSICS,NA,10,89000
123-BIG LEAGUE CLASSICS,NA,10,89000
125 - THE CHEF'S PLATE,NA,10,89000
125 - THE CHEF'S PLATE,NA,10,89000
125 - THE CHEF'S PLATE,NA,10,89000
1265 BISTRO,S - Significant,25,105000
134 - Mary Brown's Chicken Express,NA,10,89000
134 - Mary Brown's Chicken Express,NA,10,89000
134 - Mary Brown's Chicken Express,NA,10,89000
137 - OPPO TACO CONC,NA,10,89000
137 - OPPO TACO CONC,NA,10,89000
137 - OPPO TACO CONC,NA,10,89000
147 ELDER ST INC.,NA,6,82000
147 ELDER ST INC.,NA,6,82000
147 ELDER ST INC.,NA,6,82000
147 ELDER ST INC.,NA,6,82000
149 TYNDALL HOUSE,NA,4,85000
149 TYNDALL HOUSE,NA,4,85000
149 TYNDALL HOUSE,NA,4,85000
149 TYNDALL HOUSE,NA,4,85000
149 TYNDALL HOUSE,NA,4,85000
156 CUMBERLAND,M - Minor,11,84000
156 CUMBERLAND,M - Minor,11,84000
156 CUMBERLAND,M - Minor,11,84000
156 CUMBERLAND,NA,11,84000
156 CUMBERLAND,S - Significant,11,84000
156 CUMBERLAND,M - Minor,11,84000
1611 STUDIOS,NA,9,85000
1688 DIM SUM,C - Crucial,23,87000
1688 DIM SUM,S - Significant,23,87000
1688 DIM SUM,S - Significant,23,87000
1688 DIM SUM,S - Significant,23,87000
1688 DIM SUM,NA,23,87000
1688 DIM SUM,M - Minor,23,87000
17 TILES,NA,13,65000
17 TILES,NA,13,65000
1775111 ONTARIO LIMITED,M - Minor,20,79000
1775111 ONTARIO LIMITED,M - Minor,20,79000
18 FEET,S - Significant,11,84000
18 FEET,NA,11,84000
18 FEET,S - Significant,11,84000
18 FEET,NA,11,84000
18 SMOKE SHOP & VARIETY,NA,10,89000
1800 BAR & LOUNGE TORONTO,NA,9,85000
1800 BAR & LOUNGE TORONTO,NA,9,85000
1810 DANFORTH AVENUE SOCIAL CLUB,NA,19,89000
1858 BISTRO,M - Minor,13,65000
1858 BISTRO,M - Minor,13,65000
1858 BISTRO,NA,13,65000
1858 BISTRO,NA,13,65000
19 EATERY,M - Minor,18,81000
19 EATERY,C - Crucial,18,81000
19 EATERY,C - Crucial,18,81000
19 EATERY,C - Crucial,18,81000
19 EATERY,NA,18,81000
19 EATERY,S - Significant,18,81000
19 EATERY,S - Significant,18,81000
19 EATERY,M - Minor,18,81000
19 EATERY,M - Minor,18,81000
19 EATERY,M - Minor,18,81000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,S - Significant,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,S - Significant,6,82000
1976 KITCHEN & BAR RESTAURANT,S - Significant,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
1976 KITCHEN & BAR RESTAURANT,M - Minor,6,82000
19TH HOLE GRILL,NA,2,100000
19TH HOLE GRILL,M - Minor,2,100000
19TH HOLE GRILL,M - Minor,2,100000
19TH HOLE SPORTS BAR AND GRILL,M - Minor,5,72000
19TH HOLE SPORTS BAR AND GRILL,NA,5,72000
19TH HOLE SPORTS BAR AND GRILL,NA,5,72000
19TH HOLE SPORTS BAR AND GRILL,NA,5,72000
2 4 1 Pizza,M - Minor,9,85000
2 4 1 Pizza,M - Minor,9,85000
2 4 1 Pizza,NA,9,85000
2 4 1 Pizza,NA,9,85000
2 BROS CUISINE,NA,2,100000
2 BROS CUISINE,M - Minor,2,100000
2 BROS CUISINE,M - Minor,2,100000
2 BROTHERS SHAWARMA,NA,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,NA,5,72000
2 BROTHERS SHAWARMA,M - Minor,5,72000
2 BROTHERS SHAWARMA,NA,5,72000
2 BROTHERS SHAWARMA,S - Significant,5,72000
2 BROTHERS SHAWARMA,S - Significant,5,72000
2 BROTHERS SHAWARMA,S - Significant,5,72000
2 FOR 1 SHAWARMA,NA,9,85000
2 FOR 1 SHAWARMA,NA,9,85000
2 FOR 1 SHAWARMA,NA,9,85000
2 FOR 1 SHAWARMA,S - Significant,9,85000
2 FOR 1 SHAWARMA,M - Minor,9,85000
2 FOR 1 SHAWARMA,S - Significant,9,85000
2 FOR 1 SHAWARMA,NA,9,85000
2 FOR 1 SHAWARMA,S - Significant,9,85000
2 FOR 1 SHAWARMA,NA,9,85000
2-4-1 PIZZA,M - Minor,5,72000
2-4-1 PIZZA,NA,5,72000
2-4-1 PIZZA,S - Significant,5,72000
2-4-1 PIZZA,M - Minor,5,72000
2-4-1 PIZZA,M - Minor,5,72000
2-4-1 PIZZA,S - Significant,5,72000
2-4-1 PIZZA,M - Minor,5,72000
2-4-1 PIZZA,S - Significant,5,72000
2-4-1 PIZZA,M - Minor,5,72000
2-4-1 PIZZA,S - Significant,5,72000
2-4-1 PIZZA,S - Significant,5,72000
2-4-1 PIZZA,NA,5,72000
2-4-1 PIZZA,M - Minor,4,85000
2-4-1 PIZZA,M - Minor,4,85000
2-4-1 PIZZA,M - Minor,4,85000
2-4-1 PIZZA,M - Minor,4,85000
2-4-1 PIZZA,NA,4,85000
2-4-1 PIZZA,M - Minor,4,85000
2-4-1 PIZZA,NA,1,81000
2-4-1 PIZZA,NA,1,81000
2-4-1 PIZZA,NA,1,81000
2-4-1 PIZZA,NA,3,90000
2-4-1 PIZZA,NA,3,90000
2-4-1 PIZZA,NA,3,90000
2-4-1 PIZZA,NA,14,93000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,M - Minor,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,C - Crucial,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,M - Minor,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,S - Significant,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,NA,21,78000
2-4-1 PIZZA,M - Minor,17,84000
2-4-1 PIZZA,NA,17,84000
2-4-1 PIZZA,S - Significant,17,84000
2-4-1 PIZZA,S - Significant,17,84000
2-4-1 PIZZA,S - Significant,17,84000
2-4-1 PIZZA,NA,17,84000
2-4-1 PIZZA #37,S - Significant,9,85000
2-4-1 PIZZA #37,S - Significant,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,S - Significant,9,85000
2-4-1 PIZZA #37,NA,9,85000
2-4-1 PIZZA #37,NA,9,85000
2-4-1 PIZZA #37,NA,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,S - Significant,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-4-1 PIZZA #37,M - Minor,9,85000
2-SATELLITE KITCHEN,NA,10,89000
2-SATELLITE KITCHEN,NA,10,89000
2-SATELLITE KITCHEN,NA,10,89000
204 - WEST JET FLIGHT DECK,NA,10,89000
204 - WEST JET FLIGHT DECK,NA,10,89000
207- HOT DOG CART,NA,10,89000
207- HOT DOG CART,NA,10,89000
207- HOT DOG CART,NA,10,89000
209 - SCHNEIDER'S PORCH & TERRACE,NA,10,89000
209 - SCHNEIDER'S PORCH & TERRACE,NA,10,89000
209 - SCHNEIDER'S PORCH & TERRACE,NA,10,89000
21 SEVEN MARKET,M - Minor,9,85000
21 SEVEN MARKET,NA,9,85000
211--FRESH BURGER,NA,10,89000
211-V-CONCESSION,NA,10,89000
215- INFIELD CLASSICS,NA,10,89000
215- INFIELD CLASSICS,NA,10,89000
215- INFIELD CLASSICS,NA,10,89000
220 - INFIELD CLASSICS,NA,10,89000
220 - INFIELD CLASSICS,NA,10,89000
220 - INFIELD CLASSICS,M - Minor,10,89000
224-TD CLUBHOUSE,M - Minor,10,89000
224-TD CLUBHOUSE,NA,10,89000
224-TD CLUBHOUSE,NA,10,89000
225 MORNINGSIDE FOOD BANK,S - Significant,25,105000
225 MORNINGSIDE FOOD BANK,C - Crucial,25,105000
225 MORNINGSIDE FOOD BANK,NA,25,105000
225 MORNINGSIDE FOOD BANK,S - Significant,25,105000
225 MORNINGSIDE FOOD BANK,NA,25,105000
2257029 ONTARIO INC.,NA,10,89000
228 - INFIELD CLASSICS,NA,10,89000
228 - INFIELD CLASSICS,NA,10,89000
228 - INFIELD CLASSICS,M - Minor,10,89000
228 - INFIELD CLASSICS,M - Minor,10,89000
229 - T.O. FOOTLONG HOT DOGS,NA,10,89000
229 - T.O. FOOTLONG HOT DOGS,NA,10,89000
229 - T.O. FOOTLONG HOT DOGS,NA,10,89000
233-PIZZA NOVA,NA,10,89000
233-PIZZA NOVA,NA,10,89000
233-PIZZA NOVA,NA,10,89000
234 - POPCORN & SNACKS,NA,10,89000
239-DUGOUT DEALS,NA,10,89000
239-DUGOUT DEALS,NA,10,89000
239-DUGOUT DEALS,NA,10,89000
241 PIZZA,S - Significant,13,65000
241 PIZZA,NA,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,NA,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,NA,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,NA,9,85000
241 PIZZA,NA,9,85000
241 PIZZA,M - Minor,9,85000
241 PIZZA,M - Minor,9,85000
241 PIZZA,M - Minor,9,85000
241 PIZZA,S - Significant,9,85000
241 PIZZA,NA,9,85000
241 PIZZA,M - Minor,13,65000
241 PIZZA,NA,13,65000
241 PIZZA,M - Minor,13,65000
241 PIZZA,M - Minor,7,73000
241 PIZZA,M - Minor,7,73000
241 PIZZA,M - Minor,7,73000
241 PIZZA,M - Minor,7,73000
241 PIZZA,M - Minor,7,73000
241 PIZZA,M - Minor,14,93000
241 PIZZA,NA,14,93000
241 PIZZA,M - Minor,14,93000
241 PIZZA,S - Significant,14,93000
241 PIZZA,M - Minor,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,NA,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,M - Minor,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,S - Significant,2,100000
241 PIZZA,M - Minor,2,100000
241 PIZZA,NA,2,100000
241 PIZZA,S - Significant,20,79000
244 -WEST JET FLIGHT DECK FOOD,NA,10,89000
244 -WEST JET FLIGHT DECK FOOD,S - Significant,10,89000
244 -WEST JET FLIGHT DECK FOOD,NA,10,89000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,S - Significant,5,72000
244 PIZZA & WINGS,S - Significant,5,72000
244 PIZZA & WINGS,S - Significant,5,72000
244 PIZZA & WINGS,NA,5,72000
244 PIZZA & WINGS,C - Crucial,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,NA,5,72000
244 PIZZA & WINGS,S - Significant,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
244 PIZZA & WINGS,M - Minor,5,72000
24SEVEN LOUNGE,NA,1,81000
24SEVEN LOUNGE,M - Minor,1,81000
24SEVEN LOUNGE,M - Minor,1,81000
24SEVEN LOUNGE,S - Significant,1,81000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,S - Significant,8,97000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,M - Minor,8,97000
3 EGGS ALL DAY PUB & GRILL,NA,8,97000
3 ELEVEN INDIAN BAR & KITCHEN,M - Minor,8,97000
3 JIT VARIETY,M - Minor,9,85000
3 JIT VARIETY,M - Minor,9,85000
3 JIT VARIETY,S - Significant,9,85000
3 JIT VARIETY,S - Significant,9,85000
3 JIT VARIETY,S - Significant,9,85000
3 JIT VARIETY,S - Significant,9,85000
3-SATELLITE KITCHEN,NA,10,89000
3-SATELLITE KITCHEN,NA,10,89000
3-SATELLITE KITCHEN,NA,10,89000
30 UP CLUB,NA,3,90000
30 UP CLUB,NA,3,90000
30 UP CLUB,NA,3,90000
3030,M - Minor,4,85000
3030,M - Minor,4,85000
3030,M - Minor,4,85000
3030,NA,4,85000
33'S DELIGHTS EATERY,M - Minor,13,65000
33'S DELIGHTS EATERY,S - Significant,13,65000
33'S DELIGHTS EATERY,S - Significant,13,65000
33'S DELIGHTS EATERY,NA,13,65000
338 VEGETABLE & FRUIT,NA,14,93000
34 CAFE,S - Significant,6,82000
34 CAFE,S - Significant,6,82000
34 CAFE,NA,6,82000
34 CAFE,NA,6,82000
34 CAFE,S - Significant,6,82000
34 CAFE,C - Crucial,6,82000
34 CAFE,S - Significant,6,82000
34 CAFE,NA,6,82000
360 RESTAURANT,NA,10,89000
360 RESTAURANT,NA,10,89000
360 RESTAURANT,NA,10,89000
360 RESTAURANT,NA,10,89000
360 RESTAURANT,NA,10,89000
362 THE EAST MALL MART,NA,2,100000
362 THE EAST MALL MART,NA,2,100000
367 CAFE,M - Minor,14,93000
369 MART,M - Minor,6,82000
3A FOOD PRODUCTS,NA,22,77000
3A FOOD PRODUCTS,NA,22,77000
3A NOODLE,NA,17,84000
3A NOODLE,NA,17,84000
3J'S MILK AND VARIETY,NA,7,73000
4 Season Farms,NA,19,89000
4 YOUR CONVENIENCE,M - Minor,8,97000
4-SATELLITE KITCHEN,NA,10,89000
4-SATELLITE KITCHEN,NA,10,89000
4-SATELLITE KITCHEN,NA,10,89000
4-SEASONS INDIAN CUISINE,S - Significant,21,78000
4-SEASONS INDIAN CUISINE,S - Significant,21,78000
4-SEASONS INDIAN CUISINE,NA,21,78000
40 FIRVALLEY CRT COMMUNITY KITCHEN,S - Significant,20,79000
416 COMMUNITY SUPPORT FOR WOMEN,NA,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,M - Minor,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,M - Minor,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,NA,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,M - Minor,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,NA,13,65000
416 COMMUNITY SUPPORT FOR WOMEN,NA,13,65000
416 SNACK BAR,M - Minor,10,89000
416 SNACK BAR,M - Minor,10,89000
416 SNACK BAR,M - Minor,10,89000
416 SNACK BAR SHORT TURN,NA,10,89000
416 SNACK BAR SHORT TURN,NA,10,89000
416 SNACK BAR SHORT TURN,M - Minor,10,89000
43 DOWN - SHERATON HOTEL,NA,10,89000
43 DOWN - SHERATON HOTEL,NA,10,89000
43 DOWN - SHERATON HOTEL,NA,10,89000
43 DOWN - SHERATON HOTEL,NA,10,89000
44 TORONTO,NA,10,89000
44 TORONTO,NA,10,89000
44 TORONTO,NA,10,89000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,S - Significant,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,S - Significant,6,82000
4544 CHARCOAL GRILL,NA,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4544 CHARCOAL GRILL,M - Minor,6,82000
4C Broast Chicken,M - Minor,19,89000
4C Broast Chicken,M - Minor,19,89000
4C Broast Chicken,M - Minor,19,89000
4C Broast Chicken,S - Significant,19,89000
4C Broast Chicken,M - Minor,19,89000
4C Broast Chicken,S - Significant,19,89000
4C Broast Chicken,S - Significant,19,89000
4C Broast Chicken,M - Minor,19,89000
4C Broast Chicken,NA,19,89000
4LIFE NATURAL FOODS,NA,11,84000
4U MILK VARIETY,M - Minor,7,73000
5  POINTS BAR & GRILL,M - Minor,12,86000
5  POINTS BAR & GRILL,S - Significant,12,86000
5  POINTS BAR & GRILL,M - Minor,12,86000
5  POINTS BAR & GRILL,S - Significant,12,86000
5  POINTS BAR & GRILL,M - Minor,12,86000
5  POINTS BAR & GRILL,M - Minor,12,86000
5  POINTS BAR & GRILL,M - Minor,12,86000
5  POINTS BAR & GRILL,M - Minor,12,86000
5 ELEMENTS ESPRESSO BAR,C - Crucial,11,84000
5 ELEMENTS ESPRESSO BAR,C - Crucial,11,84000
5 ELEMENTS ESPRESSO BAR,NA,11,84000
5 ELEMENTS ESPRESSO BAR,M - Minor,11,84000
5 ELEMENTS ESPRESSO BAR,S - Significant,11,84000
5 ELEMENTS ESPRESSO BAR,C - Crucial,11,84000
5 ELEMENTS ESPRESSO BAR,C - Crucial,11,84000
5 ELEMENTS ESPRESSO BAR,NA,11,84000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,C - Crucial,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,S - Significant,23,87000
5 SPICE DINING,C - Crucial,23,87000
5 SPICE DINING,NA,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,S - Significant,23,87000
5 SPICE DINING,S - Significant,23,87000
5 SPICE DINING,NA,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,S - Significant,23,87000
5 SPICE DINING,M - Minor,23,87000
5 SPICE DINING,S - Significant,23,87000
507- CORONA ROOFTOP EATS,NA,10,89000
507- CORONA ROOFTOP EATS,NA,10,89000
508-PIZZA NOVA,NA,10,89000
508-PIZZA NOVA,NA,10,89000
508-PIZZA NOVA,NA,10,89000
509 - POPCORN & SNACKS,NA,10,89000
512 - T.O. Footlong Dogs,NA,10,89000
512 - T.O. Footlong Dogs,NA,10,89000
512 - T.O. Footlong Dogs,NA,10,89000
514- MARY BROWNS,NA,10,89000
514- MARY BROWNS,NA,10,89000
514- MARY BROWNS,NA,10,89000
514- MARY BROWNS,NA,10,89000
519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),NA,13,65000
519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),NA,13,65000
519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),M - Minor,13,65000
519 COMMUNITY KITCHEN( MAIN FLOOR AND SECOND FLOOR),M - Minor,13,65000
520 - FRESH BURGER,NA,10,89000
520 - FRESH BURGER,NA,10,89000
520 - FRESH BURGER,NA,10,89000
520- UPPER DECK FAVORITES,NA,10,89000
520- UPPER DECK FAVORITES,NA,10,89000
521 CAFE,NA,14,93000
523-PIZZA NOVA,NA,10,89000
523-PIZZA NOVA,M - Minor,10,89000
523-PIZZA NOVA,NA,10,89000
524- POPCORN & SNACKS,NA,10,89000
524- POPCORN & SNACKS,NA,10,89000
524- POPCORN & SNACKS,NA,10,89000
524-MICHELOB & MIKE'S BAR,NA,10,89000
527 - T.O. FOOTLONG,NA,10,89000
527 - T.O. FOOTLONG,NA,10,89000
527 - T.O. FOOTLONG,NA,10,89000
533-BIG LEAGUE CLASSIC,NA,10,89000
533-BIG LEAGUE CLASSIC,M - Minor,10,89000
533-BIG LEAGUE CLASSIC,NA,10,89000
536-DUGOUT DEALS,NA,10,89000
536-DUGOUT DEALS,NA,10,89000
536-DUGOUT DEALS,NA,10,89000
539 - Park Social Ice Cream + Pretzel,NA,10,89000
539 - Park Social Ice Cream + Pretzel,NA,10,89000
544 - PARK SOCIAL CHURROS/SHAVED ICE,NA,10,89000
544 - PARK SOCIAL CHURROS/SHAVED ICE,NA,10,89000
649 Mega Convenience,NA,23,87000
666 SUSHI,NA,23,87000
666 SUSHI,NA,23,87000
682 Warden Avenue Community Kitchen,S - Significant,20,79000
682 Warden Avenue Community Kitchen,M - Minor,20,79000
682 Warden Avenue Community Kitchen,S - Significant,20,79000
682 Warden Avenue Community Kitchen,S - Significant,20,79000
682 Warden Avenue Community Kitchen,C - Crucial,20,79000
682 Warden Avenue Community Kitchen,M - Minor,20,79000
682 Warden Avenue Community Kitchen,C - Crucial,20,79000
682 Warden Avenue Community Kitchen,S - Significant,20,79000
682 Warden Avenue Community Kitchen,M - Minor,20,79000
